pool_id,protocol_id,project,chain,business_type,deposit_contract,withdraw_contract,lp_token,stake_token,stake_underlying_token,reward_token,name,description
0x93054188d876f558f4a66b2ef1d97d16edf0895b,3,Curve,Ethereum,dex,0x93054188d876f558f4a66b2ef1d97d16edf0895b,0x93054188d876f558f4a66b2ef1d97d16edf0895b,0x49849c98ae39fff122806c06791fa73784fb3675,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,renBTC/WBTC,ren
0xeb16ae0052ed37f479f7fe63849198df1765a733,3,Curve,Ethereum,dex,0xeb16ae0052ed37f479f7fe63849198df1765a733,0xeb16ae0052ed37f479f7fe63849198df1765a733,0x02d341ccb60faaf662bc0554d13778015d1b285c,0x028171bca77440897b824ca71d1c56cac55b68a3-0x6c5024cd4f8a59110119c56f8933403a539555eb-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x6b175474e89094c44da98b954eedeac495271d0f-0x57ab1ec28d129707052df4df418d58a2d46d5f51-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,aDAI/aSUSD,saave
0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,3,Curve,Ethereum,dex,0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,0x075b1bb99792c9e1041ba13afef80c91a1e70fb3,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,renBTC/WBTC/sBTC,sbtc
0xc5424b857f758e906013f3555dad202e4bdb4567,3,Curve,Ethereum,dex,0xc5424b857f758e906013f3555dad202e4bdb4567,0xc5424b857f758e906013f3555dad202e4bdb4567,0xa3d87fffce63b53e0d54faa1cc983b7eb0b74a9c,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee-0x5e74c9036fb86bd7ecdcb084a0673efc32ea31cb-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee-0x5e74c9036fb86bd7ecdcb084a0673efc32ea31cb-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,ETH/sETH,seth
0xdc24316b9ae028f1497c275eb9192a3ea0f67022,3,Curve,Ethereum,dex,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,0x06325440d014e39736583c165c2963ba99faf14e,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee-0xae7ab96520de3a18e5e111b5eaab095312d7fe84-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee-0xae7ab96520de3a18e5e111b5eaab095312d7fe84-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,ETH/stETH,steth
0xa5407eae9ba41422680e2e00537571bcc53efbfd,3,Curve,Ethereum,dex,0xa5407eae9ba41422680e2e00537571bcc53efbfd,0xa5407eae9ba41422680e2e00537571bcc53efbfd,0xc25a3a3b969415c80451098fa907ec722572917f,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x57ab1ec28d129707052df4df418d58a2d46d5f51-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x57ab1ec28d129707052df4df418d58a2d46d5f51-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,DAI/USDC/USDT/sUSD,susd
0x52ea46506b9cc5ef470c5bf89f17dc28bb35d85c,3,Curve,Ethereum,dex,0x52ea46506b9cc5ef470c5bf89f17dc28bb35d85c,0x52ea46506b9cc5ef470c5bf89f17dc28bb35d85c,0x9fc689ccada600b6df723d9e47d84d76664a1f23,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643-0x39aa39c021dfbae8fac545936693ac917d5e7563-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,cDAI/cUSDC/USDT,usdt
0x45f783cce6b7ff23b2ab2d70e416cdb7d6055f51,3,Curve,Ethereum,dex,0x45f783cce6b7ff23b2ab2d70e416cdb7d6055f51,0x45f783cce6b7ff23b2ab2d70e416cdb7d6055f51,0xdf5e0e81dff6faf3a7e52ba697820c5e32d806a8,0x16de59092dae5ccf4a1e6439d611fd0653f0bd01-0xd6ad7a6750a7593e092a9b218d66c0a814a3436e-0x83f798e925bcd4017eb265844fddabb448f1707d-0x73a052500105205d34daf004eab301916da8190f-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000085d4780b73119b644ae5ecd22b376-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,yDAI/yUSDC/yUSDT/yTUSD,y
0x8038c01a0390a8c547446a0b2c18fc9aefecc10c,3,Curve,Ethereum,dex,0x8038c01a0390a8c547446a0b2c18fc9aefecc10c,0x8038c01a0390a8c547446a0b2c18fc9aefecc10c,0x3a664ab939fd8482048609f652f9a0b0677337b9,0x5bc25f649fc4e26069ddf4cf4010f9f706c23831-0x6c3f90f043a72fa612cbac8115ee7e52bde6e490-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x5bc25f649fc4e26069ddf4cf4010f9f706c23831-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,DUSD/3Crv,dusd
0x4f062658eaaf2c1ccf8c8e36d6824cdf41167956,3,Curve,Ethereum,dex,0x4f062658eaaf2c1ccf8c8e36d6824cdf41167956,0x4f062658eaaf2c1ccf8c8e36d6824cdf41167956,0xd2967f45c4f384deea880f807be904762a3dea07,0x056fd409e1d7a124bd7017459dfea2f387b6d5cd-0x6c3f90f043a72fa612cbac8115ee7e52bde6e490-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x056fd409e1d7a124bd7017459dfea2f387b6d5cd-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,GUSD/3Crv,gusd
0x3ef6a01a0f81d6046290f3e2a8c5b843e738e604,3,Curve,Ethereum,dex,0x3ef6a01a0f81d6046290f3e2a8c5b843e738e604,0x3ef6a01a0f81d6046290f3e2a8c5b843e738e604,0x5b5cfe992adac0c9d48e05854b2d91c73a003858,0xdf574c24545e5ffecb9a659c229253d4111d87e1-0x6c3f90f043a72fa612cbac8115ee7e52bde6e490-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0xdf574c24545e5ffecb9a659c229253d4111d87e1-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,HUSD/3Crv,husd
0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,3,Curve,Ethereum,dex,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0x6d65b498cb23deaba52db31c93da9bffb340fb8f,0x0e2ec54fc0b509f445631bf4b91ab8168230c752-0x6c3f90f043a72fa612cbac8115ee7e52bde6e490-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x0e2ec54fc0b509f445631bf4b91ab8168230c752-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,LINKUSD/3Crv,linkusd
0x8474ddbe98f5aa3179b3b3f5942d724afcdec9f6,3,Curve,Ethereum,dex,0x8474ddbe98f5aa3179b3b3f5942d724afcdec9f6,0x8474ddbe98f5aa3179b3b3f5942d724afcdec9f6,0x1aef73d49dedc4b1778d0706583995958dc862e6,0xe2f2a5c287993345a840db3b0845fbc70f5935a5-0x6c3f90f043a72fa612cbac8115ee7e52bde6e490-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0xe2f2a5c287993345a840db3b0845fbc70f5935a5-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,mUSD/3Crv,musd
0xc18cc39da8b11da8c3541c598ee022258f9744da,3,Curve,Ethereum,dex,0xc18cc39da8b11da8c3541c598ee022258f9744da,0xc18cc39da8b11da8c3541c598ee022258f9744da,0xc2ee6b0334c261ed60c72f6054450b61b8f18e35,0x196f4727526ea7fb1e17b2071b3d8eaa38486988-0x6c3f90f043a72fa612cbac8115ee7e52bde6e490-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x196f4727526ea7fb1e17b2071b3d8eaa38486988-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,RSV/3Crv,rsv
0x3e01dd8a5e1fb3481f0f589056b428fc308af0fb,3,Curve,Ethereum,dex,0x3e01dd8a5e1fb3481f0f589056b428fc308af0fb,0x3e01dd8a5e1fb3481f0f589056b428fc308af0fb,0x97e2768e8e73511ca874545dc5ff8067eb19b787,0x1c48f86ae57291f7686349f12601910bd8d470bb-0x6c3f90f043a72fa612cbac8115ee7e52bde6e490-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x1c48f86ae57291f7686349f12601910bd8d470bb-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,USDK/3Crv,usdk
0x0f9cb53ebe405d49a0bbdbd291a65ff571bc83e1,3,Curve,Ethereum,dex,0x0f9cb53ebe405d49a0bbdbd291a65ff571bc83e1,0x0f9cb53ebe405d49a0bbdbd291a65ff571bc83e1,0x4f3e8f405cf5afc05d68142f3783bdfe13811522,0x674c6ad92fd080e4004b2312b45f796a192d27a0-0x6c3f90f043a72fa612cbac8115ee7e52bde6e490-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x674c6ad92fd080e4004b2312b45f796a192d27a0-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,USDN/3Crv,usdn
0x42d7025938bec20b69cbae5a77421082407f053a,3,Curve,Ethereum,dex,0x42d7025938bec20b69cbae5a77421082407f053a,0x42d7025938bec20b69cbae5a77421082407f053a,0x7eb40e450b9655f4b3cc4259bcc731c63ff55ae6,0x1456688345527be1f37e9e627da0837d6f08c925-0x6c3f90f043a72fa612cbac8115ee7e52bde6e490-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0x1456688345527be1f37e9e627da0837d6f08c925-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,USDP/3Crv,usdp
0x890f4e345b1daed0367a877a1612f86a1f86985f,3,Curve,Ethereum,dex,0x890f4e345b1daed0367a877a1612f86a1f86985f,0x890f4e345b1daed0367a877a1612f86a1f86985f,0x94e131324b6054c0d789b190b2dac504e4361b53,0xa47c8bf37f92abed4a126bda807a7b7498661acd-0x6c3f90f043a72fa612cbac8115ee7e52bde6e490-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,0xa47c8bf37f92abed4a126bda807a7b7498661acd-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000-0x0000000000000000000000000000000000000000,,UST/3Crv,ust
