pool_id,protocol_id,project,chain,business_type,deposit_contract,withdraw_contract,lp_token,stake_token,reward_token,name,description
0x296b9fa08cf80138dfa6c3fcce497152662bc314,3,curve,ethereum,dex,0x296b9fa08cf80138dfa6c3fcce497152662bc314,0x296b9fa08cf80138dfa6c3fcce497152662bc314,,0xe14026c2f4edd463791da1991c74cf16975942f6-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0xe9ab166bc03099d251170d0578fdffb94bcdde6f,3,curve,ethereum,dex,0xe9ab166bc03099d251170d0578fdffb94bcdde6f,0xe9ab166bc03099d251170d0578fdffb94bcdde6f,,0x25ae7b9808f6cc3b5e9b8699b62b0395c3f01be0-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x064841157baddcb2704ca38901d7d754a59b80e8,3,curve,ethereum,dex,0x064841157baddcb2704ca38901d7d754a59b80e8,0x064841157baddcb2704ca38901d7d754a59b80e8,,0xcfc013b416be0bd4b3bede35659423b796f8dcf0-0xeb4c2781e4eba804ce9a9803c67d0893436bb27d-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6,,,
0x3252efd4ea2d6c78091a1f43982ee2c3659cc3d1,3,curve,ethereum,dex,0x3252efd4ea2d6c78091a1f43982ee2c3659cc3d1,0x3252efd4ea2d6c78091a1f43982ee2c3659cc3d1,,0xcd91538b91b4ba7797d39a2f66e63810b50a33d0-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0xecd5e75afb02efa118af914515d6521aabd189f1,3,curve,ethereum,dex,0xecd5e75afb02efa118af914515d6521aabd189f1,0xecd5e75afb02efa118af914515d6521aabd189f1,,0x0000000000085d4780b73119b644ae5ecd22b376-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x52eeea483ab7a801e2592a904ad209c90e12e471,3,curve,ethereum,dex,0x52eeea483ab7a801e2592a904ad209c90e12e471,0x52eeea483ab7a801e2592a904ad209c90e12e471,,0x368df85396be56f1d475e5d10339211a77e13c32-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x52890a0c018fbab21794ad18e15f87fdb57fb975,3,curve,ethereum,dex,0x52890a0c018fbab21794ad18e15f87fdb57fb975,0x52890a0c018fbab21794ad18e15f87fdb57fb975,,0xd0f05f157ab49b537009594d4605f8ac9564b34b-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x1daf17e6d1d9ed6aa9fe9910ae17be98c2c4e6ba,3,curve,ethereum,dex,0x1daf17e6d1d9ed6aa9fe9910ae17be98c2c4e6ba,0x1daf17e6d1d9ed6aa9fe9910ae17be98c2c4e6ba,,0xfa8490d1c7a270b5f339ea97d05cc7c657774772-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x2b26239f52420d11420bc0982571bfe091417a7d,3,curve,ethereum,dex,0x2b26239f52420d11420bc0982571bfe091417a7d,0x2b26239f52420d11420bc0982571bfe091417a7d,,0xeed0c8d2da6d243329a6f4a8c2ac61a59ecbfa02-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0xbd184cd60af678633b3072fd0b47b5d4b7a072f3,3,curve,ethereum,dex,0xbd184cd60af678633b3072fd0b47b5d4b7a072f3,0xbd184cd60af678633b3072fd0b47b5d4b7a072f3,,0x25ae7b9808f6cc3b5e9b8699b62b0395c3f01be0-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x9f6664205988c3bf4b12b851c075102714869535,3,curve,ethereum,dex,0x9f6664205988c3bf4b12b851c075102714869535,0x9f6664205988c3bf4b12b851c075102714869535,,0xc2db4c131adaf01c15a1db654c040c8578929d55-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0xf9be07e6e1f28890c1647612187df8c6e4cc035b,3,curve,ethereum,dex,0xf9be07e6e1f28890c1647612187df8c6e4cc035b,0xf9be07e6e1f28890c1647612187df8c6e4cc035b,,0xd29f64577603f2854ab5270e0c68d44cee41e435-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x910a00594dc16dd699d579a8f7811d465dfa2752,3,curve,ethereum,dex,0x910a00594dc16dd699d579a8f7811d465dfa2752,0x910a00594dc16dd699d579a8f7811d465dfa2752,,0xda8b51ebd2ef9addb8f9223116ba1960d9f1388f-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x6df2b0855060439251fee7ed34952b87b68eeed9,3,curve,ethereum,dex,0x6df2b0855060439251fee7ed34952b87b68eeed9,0x6df2b0855060439251fee7ed34952b87b68eeed9,,0xf91c09a2f407753540718209e893e5c96ddb46cc-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
